customer_type;age;type_of_travel;class;flight_distanced;inflight_wifi_service;ease_of_online_booking;food_and_drink;online_boarding;seat_comfort;inflight_entertainment;on-board_service;leg_room_service;baggage_handling;checking_service;inflight_service;cleanliness;average_service_rating;satisfaction
1;56;1;2;1896;3;3;2;4;4;4;4;5;4;3;4;5;3,75;1
1;27;1;2;2466;1;1;5;5;5;5;3;3;5;2;4;5;3,666666667;1
1;44;1;0;946;1;1;4;4;3;1;1;1;1;3;1;2;1,916666667;0
1;10;0;0;794;3;3;2;3;2;2;3;2;2;1;2;2;2,25;0
1;58;1;2;3133;5;5;4;5;5;4;4;4;4;4;4;4;4,333333333;1
1;21;0;0;190;3;0;3;0;3;3;5;5;4;3;4;3;3;0
1;8;0;0;693;3;3;3;3;3;3;5;3;4;5;4;3;3,5;0
1;53;1;2;3859;1;5;5;5;2;4;4;4;4;3;4;5;3,833333333;1
1;26;1;2;3033;4;4;4;4;4;4;4;2;4;3;5;4;3,833333333;1
1;59;0;0;502;1;1;4;3;2;2;2;1;2;4;2;4;2,333333333;0
1;48;1;2;2521;4;5;3;4;4;1;3;4;3;4;4;4;3,583333333;0
1;59;0;0;406;1;4;3;4;3;3;5;5;4;3;5;3;3,583333333;0
1;45;1;1;283;4;3;4;4;3;3;3;4;3;4;3;4;3,5;0
1;7;0;0;1598;3;3;3;3;3;3;1;3;3;1;4;3;2,75;0
1;48;1;2;1501;5;1;4;4;3;5;5;4;5;2;5;1;3,666666667;0
1;53;0;0;1660;1;1;5;1;5;5;4;3;5;4;4;5;3,583333333;0
1;42;0;0;459;3;3;3;3;3;3;4;2;2;3;5;3;3,083333333;0
1;34;1;2;175;3;3;1;5;5;3;3;4;4;4;3;1;3,25;1
1;44;1;2;1590;3;3;2;5;4;4;4;4;4;3;4;3;3,583333333;1
0;37;1;0;238;3;3;3;3;3;2;2;3;3;3;2;3;2,75;0
1;46;1;2;135;2;5;3;4;5;5;5;5;4;4;5;4;4,25;1
0;24;1;0;651;3;3;3;3;3;3;1;5;4;1;3;3;2,916666667;0
1;39;1;2;102;4;4;2;3;3;2;2;1;4;1;2;2;2,5;0
1;46;0;1;1190;5;5;2;5;2;2;4;5;5;4;4;2;3,75;1
1;35;1;2;2976;3;3;4;4;4;3;3;4;3;5;3;5;3,666666667;1
0;58;1;2;297;5;5;2;5;2;2;5;2;4;4;5;2;3,583333333;1
1;10;0;0;508;2;2;4;2;4;4;5;2;5;4;5;4;3,583333333;0
1;54;0;0;621;2;2;4;2;5;2;2;2;4;5;2;5;3,083333333;0
1;28;0;0;526;2;2;2;2;2;2;4;4;4;2;3;2;2,583333333;0
1;60;0;0;524;2;2;5;2;5;5;3;4;5;5;5;5;4;0
1;46;1;2;486;1;1;5;4;4;4;4;4;4;3;4;4;3,5;1
0;45;1;0;986;1;1;5;1;3;5;5;5;5;4;3;5;3,583333333;0
1;36;1;1;479;3;3;3;3;3;3;2;5;4;2;4;3;3,166666667;0
1;50;1;2;3354;4;3;4;5;4;5;5;5;5;4;5;3;4,333333333;1
1;59;0;0;666;2;2;2;2;2;2;4;5;3;5;2;2;2,75;0
1;32;0;0;945;5;5;1;5;4;1;2;2;4;3;3;1;3;1
1;41;1;2;109;5;4;2;4;5;4;4;4;4;5;4;3;4;1
1;33;1;2;452;1;4;5;5;4;4;4;4;4;5;4;4;4;1
1;42;1;2;2139;2;3;2;2;3;2;2;2;2;3;2;3;2,333333333;0
1;28;1;2;2133;3;3;4;4;4;4;3;3;5;5;4;4;3,833333333;1
1;66;0;0;110;3;3;4;4;4;5;5;3;5;4;5;3;4;0
1;28;1;2;3904;2;2;4;4;4;5;2;3;5;4;4;4;3,583333333;1
0;33;1;0;2504;2;2;5;2;5;5;2;3;4;3;4;5;3,5;0
1;33;1;2;3179;3;3;4;4;4;4;4;4;5;5;4;4;4;1
0;52;1;2;606;2;2;1;2;1;1;3;2;4;3;4;1;2,166666667;1
1;49;0;0;337;4;4;5;4;4;5;5;4;5;5;5;4;4,5;0
1;57;0;1;1111;3;3;2;3;4;2;4;2;4;5;4;2;3,166666667;0
1;56;0;0;1294;2;2;1;2;1;1;3;2;5;5;5;1;2,5;0
1;51;1;2;3107;3;3;4;4;5;5;5;5;5;4;5;3;4,25;1
1;67;1;2;377;4;3;4;3;4;4;4;3;4;4;4;2;3,583333333;0
1;27;1;2;925;2;2;2;3;2;2;1;3;4;1;3;2;2,25;0
1;24;1;2;3711;3;3;5;5;5;4;5;4;4;5;3;5;4,25;1
1;21;0;0;1047;3;3;1;3;1;1;4;1;4;1;3;1;2,166666667;0
1;60;0;0;2248;3;3;3;3;3;5;5;3;3;4;5;3;3,583333333;0
0;48;1;2;285;3;3;1;3;1;1;3;5;4;4;3;1;2,666666667;0
1;34;1;0;216;4;5;4;4;4;4;1;1;3;4;3;4;3,416666667;1
1;70;0;0;933;1;2;3;2;3;3;3;3;5;5;5;3;3,166666667;0
0;37;1;0;373;2;2;5;2;4;5;3;3;4;1;3;5;3,25;0
1;33;0;1;1562;1;1;1;1;1;1;5;5;5;3;4;1;2,416666667;0
1;27;1;2;1514;5;5;4;4;4;4;3;3;5;4;5;4;4,166666667;1
0;25;1;2;964;5;5;3;5;3;3;5;2;5;5;5;3;4,083333333;1
1;54;0;0;2994;4;4;4;2;2;3;5;4;4;2;5;2;3,416666667;1
0;38;1;0;528;2;3;3;3;1;3;4;5;3;3;3;3;3;0
1;37;1;0;562;2;4;2;2;2;2;4;4;4;1;3;2;2,666666667;0
1;49;1;2;2943;1;1;4;5;5;4;4;5;4;5;4;4;3,833333333;1
0;25;1;1;337;2;2;2;5;5;1;5;4;3;5;1;5;3,333333333;0
1;12;0;0;147;4;4;3;4;3;3;2;5;2;2;3;3;3,166666667;1
1;53;1;2;612;2;2;4;4;5;4;4;4;4;5;4;5;3,916666667;1
1;30;1;2;3236;5;5;5;4;5;5;3;5;3;4;3;5;4,333333333;0
0;26;1;0;110;1;1;5;1;5;5;1;5;3;4;2;5;3,166666667;0
1;33;0;1;2586;2;2;2;5;5;5;4;4;5;5;5;5;4,083333333;0
1;42;1;2;545;1;1;4;4;5;5;5;4;5;4;5;5;4;1
1;40;1;2;1927;2;2;3;4;4;4;4;4;4;3;4;3;3,416666667;1
1;19;0;0;990;2;2;3;2;3;3;3;2;5;3;4;3;2,916666667;0
1;45;1;2;2624;2;2;2;3;2;5;5;5;4;4;5;3;3,5;1
1;37;1;0;189;1;5;1;2;1;1;4;5;4;3;3;1;2,583333333;0
1;26;1;2;1533;1;2;1;2;1;1;2;3;4;2;3;1;1,916666667;0
1;48;1;0;679;3;2;4;2;4;3;3;3;3;2;3;3;2,916666667;1
1;11;0;0;529;4;4;5;4;5;5;3;2;4;3;4;5;4;0
1;45;1;2;3845;2;2;4;5;5;5;5;5;5;5;5;4;4,333333333;1
1;35;1;2;2717;4;4;3;2;3;4;4;4;4;1;4;1;3,166666667;0
0;22;1;0;588;0;0;4;0;2;4;4;1;2;4;3;4;2,333333333;1
1;48;0;0;268;4;4;4;4;4;4;1;5;4;2;3;4;3,583333333;0
1;57;1;2;1205;2;2;2;5;4;5;5;5;5;4;5;5;4,083333333;1
1;14;1;0;488;0;0;5;0;5;5;4;3;2;5;2;5;3;1
1;31;1;2;2364;5;5;4;4;4;4;3;2;5;4;4;4;4;1
1;54;0;0;2342;1;1;1;1;1;5;5;1;5;4;5;4;2,833333333;0
0;25;1;0;581;1;1;5;1;5;5;4;1;3;4;3;5;3,166666667;0
1;37;1;0;373;4;3;4;4;4;4;1;5;4;1;5;4;3,583333333;1
1;12;0;2;460;3;3;2;3;5;2;3;2;4;4;5;2;3,166666667;0
1;55;1;2;3086;3;3;4;4;5;4;4;4;4;3;4;3;3,75;1
1;30;1;2;522;5;5;4;4;4;4;4;2;3;4;4;4;3,916666667;1
1;67;0;0;369;2;2;5;3;3;4;4;2;4;1;4;4;3,166666667;0
1;67;0;2;945;3;3;4;4;4;2;2;3;2;3;2;1;2,75;0
1;46;1;2;442;3;1;3;1;2;3;3;3;3;2;3;3;2,5;0
1;28;0;0;1121;3;3;4;3;4;4;3;2;4;5;5;4;3,666666667;0
1;50;1;0;991;4;3;4;4;4;4;5;1;2;4;4;4;3,583333333;1
1;45;1;2;2803;5;5;3;5;4;4;4;4;4;5;4;5;4,333333333;1
1;52;0;1;2425;1;1;2;4;5;1;1;1;1;5;1;5;2,333333333;0
1;39;1;2;2425;4;4;4;4;4;4;4;5;4;5;4;3;4,083333333;1
1;49;1;0;163;5;4;5;5;5;5;5;1;2;4;2;5;4;1
1;47;1;2;862;4;4;5;4;5;5;5;5;5;4;5;4;4,583333333;1
1;41;1;2;1808;2;2;5;5;4;3;3;4;3;4;3;5;3,583333333;1
1;43;0;0;231;2;2;4;2;4;4;1;4;4;3;3;4;3,083333333;0
1;40;1;1;357;5;3;5;5;5;5;3;5;4;3;1;5;4,083333333;1
1;55;1;2;3989;2;4;5;4;5;5;5;5;5;3;5;4;4,333333333;1
1;67;0;0;280;3;3;3;3;3;3;2;4;4;2;3;3;3;0
1;62;0;0;1258;0;0;4;0;4;4;3;4;5;5;4;4;3,083333333;1
1;45;1;2;1902;1;1;4;4;4;4;4;4;4;5;4;4;3,583333333;1
1;29;0;0;519;1;2;4;2;4;4;5;4;5;4;5;4;3,666666667;0
1;30;1;2;2583;3;4;3;3;3;3;2;2;3;2;3;3;2,833333333;0
1;43;1;2;3721;1;1;4;4;1;5;5;5;5;4;5;1;3,416666667;1
1;58;1;2;347;2;2;3;5;4;5;5;5;5;4;5;3;4;1
1;44;0;0;109;1;1;3;3;4;4;4;1;4;3;4;1;2,75;0
1;70;0;0;549;4;4;4;4;4;4;3;4;5;5;5;4;4,166666667;0
1;46;1;2;469;5;5;3;4;5;5;5;5;5;4;5;3;4,5;1
1;31;1;2;762;2;2;4;4;4;4;5;4;4;3;5;4;3,75;1
1;63;0;0;522;4;2;1;1;5;5;5;2;5;1;5;1;3,083333333;0
0;19;1;0;488;3;2;3;2;3;3;3;4;3;5;2;3;3;0
1;49;0;0;370;3;3;3;1;4;5;5;3;5;2;5;5;3,666666667;0
0;29;1;0;1013;5;4;3;4;3;3;3;5;1;1;4;3;3,25;1
0;25;1;0;944;4;3;5;3;5;5;5;2;4;3;1;5;3,75;1
1;48;1;2;2543;3;2;4;5;5;4;4;4;4;4;4;5;4;1
0;30;1;1;738;2;2;4;2;3;4;2;3;3;3;3;4;2,916666667;0
1;23;0;0;773;2;2;5;2;5;5;4;5;5;3;5;5;4;0
1;55;0;0;951;1;1;5;4;3;4;4;1;4;2;4;1;2,833333333;0
1;58;0;0;550;2;2;3;1;2;3;3;2;3;2;3;1;2,25;0
1;62;0;0;302;2;2;2;4;4;5;5;2;5;4;5;4;3,666666667;0
1;51;1;2;2370;5;2;2;4;5;5;5;5;5;3;5;5;4,25;1
1;68;0;0;1892;5;5;4;4;4;2;2;5;2;1;2;1;3,083333333;1
0;33;1;0;372;1;1;1;1;1;1;3;2;4;2;3;1;1,75;0
1;61;0;0;516;1;1;3;3;2;3;3;1;3;4;3;1;2,333333333;0
1;31;0;0;190;3;3;5;3;5;5;3;2;5;4;4;5;3,916666667;0
1;54;0;0;438;3;3;5;4;5;3;3;3;4;3;3;3;3,5;0
1;37;1;0;453;3;4;3;3;3;3;4;2;3;2;3;3;3;0
1;24;0;0;530;3;3;1;3;1;1;5;5;4;5;5;1;3,083333333;0
0;23;1;0;216;1;0;4;0;3;4;2;3;3;2;4;4;2,5;0
1;24;0;0;1504;3;3;5;3;5;5;2;4;4;2;4;5;3,75;0
1;55;1;2;2829;1;1;2;5;4;5;5;5;5;4;5;5;3,916666667;1
1;47;1;0;421;5;5;2;2;3;5;5;5;5;2;5;5;4,083333333;1
1;17;1;2;1056;5;5;4;4;4;4;3;3;5;3;1;4;3,75;1
1;35;1;0;127;4;4;4;5;4;4;5;4;4;5;2;4;4,083333333;1
1;36;1;0;589;4;2;4;4;4;4;5;4;4;4;5;4;4;1
1;51;1;2;248;5;5;2;5;4;4;4;4;4;4;4;3;4;1
1;43;1;2;3733;5;5;3;4;4;5;5;5;5;4;5;5;4,583333333;1
0;36;1;0;177;2;2;5;2;5;5;1;1;3;4;2;5;3,083333333;0
1;52;0;2;371;1;1;5;1;5;1;1;1;1;1;1;4;1,916666667;0
1;48;1;2;325;5;1;4;2;2;5;5;4;5;2;5;3;3,583333333;0
0;25;1;0;374;5;5;4;5;4;4;3;2;5;3;3;4;3,916666667;1
1;57;0;1;337;1;1;5;3;2;2;2;1;2;3;2;2;2,166666667;0
1;52;1;2;859;1;4;5;4;5;2;2;2;2;3;2;4;3;1
0;64;1;0;239;3;3;2;3;2;2;3;3;3;4;3;2;2,75;0
0;27;1;2;2133;1;1;3;1;3;3;4;3;3;5;5;3;2,916666667;0
0;39;1;2;270;2;1;3;1;3;3;3;5;5;3;4;3;3;0
1;36;1;0;210;3;2;3;3;3;3;2;1;3;2;3;3;2,583333333;0
1;49;1;2;2133;2;2;5;4;4;5;5;5;5;4;5;5;4,25;1
1;62;1;0;835;2;5;2;2;2;2;3;3;1;3;2;2;2,416666667;0
1;39;1;2;3622;2;1;5;4;4;2;2;2;2;1;2;3;2,5;0
1;14;0;0;2475;4;4;4;5;5;1;1;2;2;5;4;5;3,5;0
1;50;1;2;1416;4;4;5;4;4;3;3;3;3;5;3;3;3,666666667;1
1;63;1;2;3145;1;1;1;5;4;4;4;4;4;3;4;3;3,166666667;1
0;34;1;0;328;4;4;3;4;3;3;3;1;3;4;1;3;3;0
1;40;1;2;2681;2;5;3;3;4;2;2;2;2;1;2;3;2,583333333;0
1;52;1;2;251;1;5;4;5;5;4;4;4;4;5;4;5;4,166666667;1
1;50;1;2;3643;2;2;4;4;4;4;4;4;4;3;4;4;3,583333333;1
1;49;1;2;1546;2;2;2;4;4;4;4;4;4;3;4;4;3,416666667;1
1;47;0;0;912;0;0;1;0;1;1;3;5;5;4;5;1;2,166666667;1
0;24;1;0;473;2;2;3;2;3;3;5;4;4;4;2;3;3,083333333;0
1;57;1;2;2454;1;3;2;3;4;1;1;1;1;1;1;4;1,916666667;0
0;42;1;2;231;2;2;3;2;4;3;3;3;3;1;3;3;2,666666667;0
1;33;1;0;326;2;4;2;2;2;2;2;2;3;2;4;2;2,416666667;0
1;38;1;2;651;2;1;1;4;3;2;2;2;2;1;2;2;2;0
1;48;1;2;118;3;3;1;4;1;5;5;5;4;2;5;4;3,5;1
1;63;0;0;1999;1;1;5;4;4;2;2;1;2;5;2;5;2,833333333;0
0;40;1;2;130;3;3;2;3;2;2;3;4;4;3;4;2;2,916666667;0
1;48;0;1;1085;5;5;3;4;4;1;1;5;1;5;1;2;3,083333333;1
1;17;0;0;748;4;4;5;4;5;5;5;2;4;4;5;5;4,333333333;0
1;54;1;0;868;1;3;1;3;4;1;1;1;1;4;1;4;2,083333333;0
1;49;0;0;583;3;3;2;5;5;4;4;3;4;4;4;4;3,75;0
1;54;0;1;748;2;2;4;3;2;1;1;2;1;4;1;4;2,25;0
1;47;1;2;3240;2;2;2;4;4;2;2;2;2;5;2;3;2,666666667;1
1;61;0;0;1039;1;1;2;1;2;2;4;4;4;4;5;2;2,666666667;0
1;37;1;1;370;4;1;4;4;4;4;2;2;2;5;5;4;3,416666667;1
1;62;0;1;349;2;2;1;3;4;2;2;2;2;1;2;4;2,25;0
1;45;0;0;867;3;3;3;3;3;3;3;5;3;2;3;3;3,083333333;0
1;51;1;2;1624;4;1;2;3;4;5;5;4;5;3;5;3;3,666666667;1
1;21;1;2;1047;3;3;4;5;4;4;4;2;4;3;4;4;3,666666667;1
1;45;1;2;602;2;2;2;3;2;2;2;2;2;2;2;2;2,083333333;0
1;36;1;2;3517;1;1;1;4;3;1;1;1;1;1;1;2;1,5;0
1;34;0;1;529;2;2;2;3;3;3;5;4;5;3;5;3;3,333333333;0
1;40;0;0;221;3;3;1;3;1;1;5;3;4;3;4;1;2,666666667;0
1;43;1;2;3061;4;4;5;5;4;3;3;2;3;5;3;4;3,75;1
1;20;1;2;1452;3;5;3;3;3;3;3;4;2;3;2;3;3,083333333;0
1;45;1;2;3750;5;5;3;5;5;4;4;4;4;4;4;3;4,166666667;1
1;56;1;2;1237;3;5;5;4;4;4;4;4;4;5;4;4;4,166666667;1
1;49;1;2;1707;5;5;2;3;4;4;4;4;4;2;4;5;3,833333333;1
1;62;0;0;444;2;2;1;2;1;1;3;3;5;5;5;1;2,583333333;0
1;33;1;2;3596;1;1;3;3;3;3;5;3;5;4;4;3;3,166666667;1
0;24;1;0;944;1;1;4;1;4;4;1;3;4;3;4;4;2,833333333;0
1;39;1;2;1759;3;3;1;3;2;5;5;5;3;4;5;3;3,5;1
1;67;0;0;1168;1;0;5;0;5;5;3;5;4;4;5;5;3,5;0
1;46;1;2;1107;4;4;4;5;4;5;5;5;5;5;5;5;4,666666667;1
1;21;1;2;1045;1;1;4;4;4;4;4;3;5;3;4;4;3,416666667;1
1;56;1;0;331;4;2;4;1;1;4;4;4;4;3;4;5;3,333333333;1
1;36;1;2;192;5;5;4;1;3;5;5;5;3;2;5;5;4;1
1;70;0;0;327;1;1;5;5;5;3;3;1;3;4;3;4;3,166666667;0
1;62;1;0;251;1;4;1;1;1;1;1;4;3;3;4;1;2,083333333;0
1;50;1;2;1017;3;3;2;4;4;3;3;3;3;3;3;5;3,25;1
1;64;1;0;86;3;4;4;3;4;4;4;5;5;2;3;4;3,75;1
1;40;0;0;1197;4;4;4;4;4;4;1;1;2;3;4;4;3,25;0
1;69;0;0;1171;1;1;1;4;1;1;1;1;1;3;1;1;1,416666667;0
1;30;1;0;972;3;5;3;4;3;3;4;1;3;4;2;3;3,166666667;1
1;29;0;2;399;2;2;2;2;2;2;4;5;4;3;4;2;2,833333333;0
1;58;0;0;190;3;3;5;4;4;4;4;3;5;5;4;3;3,916666667;0
1;64;0;0;1747;5;5;1;5;1;1;5;2;5;5;4;1;3,333333333;1
1;43;0;0;950;1;1;4;1;4;4;5;2;4;5;1;4;3;0
1;64;0;0;680;5;5;4;4;4;1;1;5;1;4;1;5;3,333333333;1
0;39;0;0;192;1;1;2;1;3;2;3;4;4;4;5;2;2,666666667;0
1;51;1;0;1448;4;2;1;5;3;4;4;4;4;3;4;3;3,416666667;1
1;50;1;2;998;5;5;5;5;5;4;4;4;4;5;4;4;4,5;1
1;33;0;1;781;3;3;3;3;3;3;5;1;1;1;5;3;2,833333333;0
1;61;1;2;1747;2;4;3;4;5;2;2;2;2;4;2;4;3;1
1;69;1;2;395;2;2;2;3;2;2;2;2;2;4;2;3;2,333333333;1
1;68;0;0;651;3;3;2;5;5;4;4;3;4;5;4;3;3,75;0
0;26;1;0;590;3;4;2;4;1;2;1;4;3;1;4;2;2,583333333;0
1;42;0;0;859;2;2;3;4;5;2;2;2;2;4;2;3;2,75;0
1;36;1;0;399;3;3;3;3;3;3;2;5;3;4;4;3;3,25;0
1;45;1;2;371;4;4;2;4;5;5;5;5;5;4;5;5;4,416666667;1
1;45;1;2;3398;4;4;4;4;4;5;5;5;5;3;5;5;4,416666667;1
1;51;0;0;605;0;0;4;4;4;4;4;2;5;5;5;4;3,416666667;1
1;30;1;1;838;4;5;4;4;4;4;2;2;4;2;1;4;3,333333333;1
1;57;1;2;2402;5;2;2;4;4;4;4;4;4;4;4;5;3,833333333;1
1;20;0;1;862;2;2;1;2;1;1;2;1;1;1;1;1;1,333333333;0
0;44;1;2;271;3;3;5;3;5;5;4;5;4;5;5;5;4,333333333;1
1;30;1;2;602;3;3;5;5;5;5;3;3;4;4;4;5;4,083333333;1
1;45;1;0;1121;2;3;2;2;2;2;2;2;2;3;2;3;2,25;0
1;35;0;0;140;4;0;2;0;2;2;1;4;4;2;4;2;2,25;0
1;52;1;2;145;3;3;5;3;4;3;3;3;3;2;3;4;3,25;0
1;51;1;0;259;2;2;2;2;2;2;5;3;1;5;1;2;2,416666667;1
1;67;0;0;235;3;3;4;5;5;1;1;3;1;5;1;5;3,083333333;0
1;46;1;0;266;4;2;3;4;3;3;1;4;3;2;3;3;2,916666667;0
1;26;1;1;667;5;1;5;5;3;5;4;2;4;3;4;5;3,833333333;1
1;29;1;2;2589;3;3;5;5;5;5;4;2;5;5;5;5;4,333333333;1
1;60;1;2;1598;2;2;2;5;4;4;4;4;4;3;4;3;3,416666667;1
1;46;1;0;594;3;5;2;1;2;3;3;3;3;4;3;3;2,916666667;1
1;67;1;1;307;2;2;1;2;1;1;3;2;4;1;4;1;2;0
1;33;0;0;328;4;4;3;4;3;3;3;2;3;1;3;3;3;0
1;46;0;0;641;4;4;1;4;1;1;3;5;5;5;5;1;3,25;1
1;33;1;2;1020;3;5;3;3;3;3;4;2;4;2;4;3;3,25;0
0;26;1;0;1624;2;2;4;2;4;4;2;5;4;4;4;4;3,416666667;0
0;40;1;2;247;2;3;4;3;4;4;2;1;4;3;4;4;3,166666667;0
1;18;0;0;349;4;5;5;5;5;5;2;5;4;3;4;5;4,333333333;0
0;20;1;0;1096;2;2;5;2;5;5;3;3;4;4;4;5;3,666666667;0
1;61;0;0;441;3;3;4;1;3;4;4;3;4;4;4;4;3,416666667;0
1;64;0;0;651;1;1;4;4;4;1;1;1;1;4;1;1;2;0
0;25;1;2;983;3;3;4;3;4;4;3;4;4;5;5;4;3,833333333;0
1;56;1;0;547;4;4;4;4;4;4;4;3;3;4;1;4;3,583333333;1
0;26;1;2;1979;2;2;2;2;2;2;3;3;4;4;5;2;2,75;0
1;30;1;2;125;1;5;3;3;1;3;3;2;3;4;3;3;2,833333333;0
1;33;1;2;516;3;3;5;4;5;5;5;5;5;5;5;3;4,416666667;1
1;28;1;2;2538;3;2;3;3;3;2;5;4;4;3;3;3;3,166666667;0
1;16;0;0;510;4;4;3;4;3;3;3;3;5;5;5;3;3,75;0
0;25;1;1;728;2;2;1;2;1;1;3;4;4;2;4;1;2,25;0
1;41;1;2;2677;1;1;5;3;5;5;5;5;5;4;5;4;4;1
1;60;0;1;640;3;3;1;2;2;2;2;3;2;3;2;2;2,25;0
1;47;0;0;214;2;2;4;1;4;3;3;2;3;5;3;2;2,833333333;0
1;57;1;2;1528;1;1;3;4;5;2;2;2;2;4;2;3;2,583333333;1
1;53;1;2;951;4;3;5;5;4;4;4;5;4;3;4;3;4;1
0;66;1;0;1371;1;1;4;1;4;4;2;5;4;4;4;4;3,166666667;0
1;43;0;0;238;3;3;2;3;2;2;2;2;3;2;3;2;2,416666667;0
1;57;1;2;2640;3;4;3;3;3;3;3;3;3;4;3;3;3,166666667;0
1;44;1;2;1073;3;2;2;4;4;4;4;4;4;4;4;4;3,583333333;1
1;26;1;2;2561;2;5;2;2;2;2;3;5;3;4;4;2;3;0
1;79;1;1;484;3;3;3;3;3;3;1;3;4;4;4;3;3,083333333;0
1;31;1;0;429;0;0;2;3;2;2;3;4;4;1;3;2;2,166666667;1
0;41;1;2;1189;5;5;5;1;1;5;4;4;5;1;5;1;3,5;1
1;40;1;2;547;3;3;4;4;4;4;4;4;4;5;4;4;3,916666667;1
1;50;1;2;1262;4;4;2;5;5;5;5;4;5;5;5;4;4,416666667;1
1;50;1;2;711;2;2;5;5;5;4;4;4;4;5;4;4;4;1
1;48;1;2;1199;4;5;2;4;4;4;4;4;4;1;4;3;3,583333333;0
1;43;1;2;222;3;3;1;3;1;5;5;5;5;1;5;5;3,5;1
1;35;0;1;1105;5;5;3;3;3;3;4;4;4;3;3;3;3,583333333;1
1;18;0;0;1671;2;2;2;2;2;2;2;4;4;3;3;2;2,5;0
1;25;1;2;3686;3;3;3;3;3;3;2;2;4;2;3;3;2,833333333;0
1;51;1;2;547;4;4;2;4;5;4;4;4;4;3;4;5;3,916666667;1
1;29;0;0;417;1;2;1;2;1;1;4;2;3;5;1;1;2;0
1;50;1;2;102;4;4;2;5;4;4;4;4;5;4;4;5;4,083333333;1
1;60;1;2;405;2;4;1;4;3;2;2;2;2;3;2;4;2,583333333;0
1;19;0;0;425;2;2;5;2;5;5;5;5;5;4;4;5;4,083333333;0
1;21;0;0;762;3;3;4;3;4;4;2;1;4;3;3;4;3,166666667;0
0;26;1;0;760;2;2;1;2;1;1;3;4;4;4;3;1;2,333333333;0
1;53;1;2;253;2;2;5;1;1;4;4;4;4;4;4;4;3,25;1
0;18;1;0;1381;4;4;4;4;4;4;4;4;1;3;1;4;3,416666667;1
0;41;1;0;101;3;3;3;3;3;3;4;2;4;5;3;3;3,25;0
1;57;1;0;421;5;4;5;5;5;5;2;2;1;1;5;5;3,75;1
0;20;1;0;719;5;5;2;5;2;2;4;2;5;4;4;2;3,5;1
1;45;0;0;187;2;0;5;0;5;5;3;2;4;3;4;5;3,166666667;0
1;57;1;2;2314;1;1;3;4;4;5;5;5;5;4;5;5;3,916666667;1
0;11;1;0;896;1;1;5;1;5;5;3;3;3;1;3;5;3;0
1;57;1;2;2569;3;3;4;4;4;1;4;4;3;4;4;4;3,5;1
1;33;0;0;1464;1;1;1;3;3;3;5;3;5;3;4;3;2,916666667;0
1;26;1;2;3581;4;4;4;5;4;4;3;3;5;5;5;4;4,166666667;1
1;28;1;2;3522;3;2;3;3;3;3;4;5;3;4;3;3;3,25;0
1;29;0;0;746;3;3;5;3;5;5;1;4;2;2;4;5;3,5;0
1;33;0;0;236;1;1;3;1;3;3;5;3;4;4;5;3;3;0
1;38;0;0;762;2;2;3;2;3;3;4;3;4;5;5;3;3,25;0
1;41;1;2;1180;2;2;1;3;1;5;5;5;5;1;5;4;3,25;1
1;68;1;0;351;4;2;4;4;4;4;1;1;3;2;3;4;3;1
1;51;1;1;1201;2;2;2;2;2;2;1;2;2;5;3;2;2,25;1
0;37;1;0;326;3;3;2;3;2;2;4;4;4;1;4;2;2,833333333;0
0;26;1;2;611;5;5;2;5;2;2;4;3;5;4;5;2;3,666666667;1
1;48;1;0;657;3;5;3;3;3;3;3;2;4;2;3;3;3,083333333;0
1;15;1;1;1107;0;0;4;0;4;4;1;4;5;2;3;4;2,583333333;1
1;65;0;1;872;4;3;4;5;5;2;2;3;5;3;2;4;3,5;0
1;36;1;2;321;0;0;5;4;4;5;5;5;5;4;5;3;3,75;1
1;48;1;2;868;1;1;4;5;5;5;5;5;5;5;5;3;4,083333333;1
0;25;1;0;637;3;3;4;3;4;4;1;5;5;1;1;4;3,166666667;0
0;20;1;0;323;2;1;5;1;5;5;3;2;4;4;4;5;3,416666667;0
1;57;0;0;226;2;2;3;2;5;3;5;5;5;5;4;3;3,666666667;0
1;64;0;0;1546;3;3;3;5;4;4;4;3;1;3;4;3;3,333333333;0
1;35;0;0;1411;2;2;3;2;5;3;2;1;3;1;3;3;2,5;0
0;23;1;0;1075;5;5;5;5;5;3;2;4;5;5;5;5;4,5;1
0;24;1;0;721;1;1;5;1;5;5;4;3;5;3;4;5;3,5;0
1;53;0;0;268;3;3;5;3;5;5;4;2;4;3;5;5;3,916666667;0
1;30;1;2;1085;2;1;2;2;2;2;1;1;4;1;3;2;1,916666667;0
1;34;1;2;216;2;2;4;5;5;5;5;5;5;3;5;5;4,25;1
1;52;1;2;1927;3;3;3;4;4;2;2;2;2;4;2;3;2,833333333;1
1;33;1;2;270;2;3;3;3;4;2;2;1;2;3;2;4;2,583333333;0
1;37;1;2;453;1;3;5;3;4;1;1;1;1;1;1;4;2,166666667;0
1;37;1;0;406;4;5;4;4;4;4;1;2;3;1;3;4;3,25;0
0;39;1;0;101;3;3;3;3;3;3;5;5;2;5;2;3;3,333333333;0
0;27;1;0;649;2;2;5;2;5;5;2;3;2;1;3;5;3,083333333;0
1;22;1;2;1197;5;1;5;4;5;5;2;5;4;2;3;5;3,833333333;0
1;48;0;0;250;4;4;1;4;1;1;4;2;5;5;5;1;3,083333333;0
1;26;0;0;1256;4;4;5;4;5;5;5;2;5;3;4;5;4,25;1
